Claim_ID,Policy_ID,Customer_ID,Claim_Date,Claim_Type,Claim_Amount,Approved_Amount,Claim_Status,Settlement_Date,Provider,Fraud_Score,Fraud_Risk,Claim_TAT_Days
3009777,2043691,1043691,06-10-25,Travel Delay,55403,53819,Settled,7-20-2025,AutoCare Garage,19,Low Risk,40
3009817,2043884,1043884,6-29-2024,Travel Delay,57719,55258,Settled,08-02-24,AutoCare Garage,5,Low Risk,34
3009823,2043904,1043904,4-26-2026,Travel Delay,9437,8695,Settled,07-06-26,AutoCare Garage,10,Low Risk,71
3010125,2045291,1045291,10-24-2024,Travel Delay,8616,7086,Settled,11-11-24,AutoCare Garage,21,Low Risk,18
3010161,2045436,1045436,4-21-2025,Travel Delay,53046,34517,Settled,06-05-25,AutoCare Garage,17,Low Risk,45
3010183,2045542,1045542,10-18-2025,Travel Delay,62779,48072,Settled,11-14-2025,AutoCare Garage,24,Low Risk,27
3010253,2045864,1045864,4-17-2026,Travel Delay,7085,6545,Settled,05-05-26,AutoCare Garage,14,Low Risk,18
3010338,2046231,1046231,6-20-2025,Travel Delay,30448,29258,Settled,8-20-2025,AutoCare Garage,14,Low Risk,61
3010502,2046973,1046973,1-24-2026,Travel Delay,4246,3686,Settled,2-17-2026,AutoCare Garage,9,Low Risk,24
3010596,2047343,1047343,05-01-25,Travel Delay,21513,21092,Settled,6-28-2025,AutoCare Garage,32,Low Risk,58
3010619,2047441,1047441,03-12-25,Travel Delay,59739,47201,Settled,5-15-2025,AutoCare Garage,6,Low Risk,64
3010683,2047764,1047764,12-09-25,Travel Delay,14053,9708,Settled,12-31-2025,AutoCare Garage,18,Low Risk,22
3010693,2047804,1047804,8-14-2025,Travel Delay,30918,24981,Settled,8-22-2025,AutoCare Garage,26,Low Risk,8
3010752,2048051,1048051,06-11-25,Travel Delay,21447,14890,Settled,6-24-2025,AutoCare Garage,15,Low Risk,13
3010869,2048604,1048604,7-24-2025,Travel Delay,46767,41882,Settled,8-21-2025,AutoCare Garage,22,Low Risk,28
3010935,2048879,1048879,03-02-25,Travel Delay,50781,33730,Settled,4-15-2025,AutoCare Garage,31,Low Risk,44
3011064,2049423,1049423,2-26-2024,Travel Delay,22451,17451,Settled,04-08-24,AutoCare Garage,14,Low Risk,42
3011096,2049573,1049573,11-04-25,Travel Delay,12108,10349,Settled,12-23-2025,AutoCare Garage,23,Low Risk,49
3011127,2049727,1049727,10-25-2024,Travel Delay,23081,19763,Settled,11-19-2024,AutoCare Garage,26,Low Risk,25
3011348,2050749,1050749,8-26-2024,Travel Delay,33701,24780,Settled,11-04-24,AutoCare Garage,3,Low Risk,70
3011556,2051760,1051760,1-18-2025,Travel Delay,20897,14101,Settled,02-01-25,AutoCare Garage,5,Low Risk,14
3011652,2052180,1052180,12-07-24,Travel Delay,15605,15430,Settled,2-14-2025,AutoCare Garage,3,Low Risk,69
3011757,2052629,1052629,8-25-2026,Travel Delay,42731,41868,Settled,10-22-2026,AutoCare Garage,33,Low Risk,58
3011801,2052813,1052813,10-17-2025,Travel Delay,55615,38633,Settled,11-22-2025,AutoCare Garage,8,Low Risk,36
3011858,2053044,1053044,03-12-25,Travel Delay,22067,16301,Settled,3-23-2025,AutoCare Garage,20,Low Risk,11
3011873,2053110,1053110,5-29-2025,Travel Delay,30041,26497,Settled,6-28-2025,AutoCare Garage,13,Low Risk,30
3011907,2053244,1053244,2-18-2026,Travel Delay,74648,70702,Settled,3-24-2026,AutoCare Garage,19,Low Risk,34
3012122,2054208,1054208,11-21-2025,Travel Delay,22488,18402,Settled,1-14-2026,AutoCare Garage,10,Low Risk,54
3012127,2054231,1054231,01-01-26,Travel Delay,9947,7113,Settled,3-15-2026,AutoCare Garage,2,Low Risk,73
3012469,2055953,1055953,12-22-2024,Travel Delay,9733,8993,Settled,01-02-25,AutoCare Garage,4,Low Risk,11
3012557,2056350,1056350,09-08-24,Travel Delay,21647,21032,Settled,9-21-2024,AutoCare Garage,9,Low Risk,13
3012693,2057030,1057030,02-05-25,Travel Delay,16200,10637,Settled,2-14-2025,AutoCare Garage,16,Low Risk,9
3012821,2057590,1057590,11-13-2024,Travel Delay,47765,47493,Settled,11-19-2024,AutoCare Garage,26,Low Risk,6
3012848,2057735,1057735,7-20-2024,Travel Delay,8098,7296,Settled,9-24-2024,AutoCare Garage,3,Low Risk,66
3012892,2057884,1057884,09-05-26,Travel Delay,5307,5111,Settled,09-09-26,AutoCare Garage,26,Low Risk,4
3012947,2058185,1058185,4-29-2026,Travel Delay,30481,26371,Settled,5-20-2026,AutoCare Garage,10,Low Risk,21
3013431,2060459,1060459,4-30-2025,Travel Delay,30339,24266,Settled,07-11-25,AutoCare Garage,7,Low Risk,72
3013565,2061054,1061054,01-04-26,Travel Delay,26990,18128,Settled,3-18-2026,AutoCare Garage,34,Low Risk,73
3013567,2061065,1061065,12-17-2024,Travel Delay,23496,19566,Settled,02-07-25,AutoCare Garage,28,Low Risk,52
3013749,2061918,1061918,10-13-2025,Travel Delay,14793,12980,Settled,12-26-2025,AutoCare Garage,14,Low Risk,74
3013788,2062076,1062076,9-27-2024,Travel Delay,8191,5444,Settled,10-31-2024,AutoCare Garage,19,Low Risk,34
3014224,2063927,1063927,4-18-2025,Travel Delay,20263,18765,Settled,05-02-25,AutoCare Garage,14,Low Risk,14
3014263,2064093,1064093,12-31-2025,Travel Delay,22900,15818,Settled,1-20-2026,AutoCare Garage,21,Low Risk,20
3014362,2064490,1064490,4-24-2025,Travel Delay,12278,10253,Settled,5-21-2025,AutoCare Garage,33,Low Risk,27
3014455,2064913,1064913,7-18-2024,Travel Delay,12206,8727,Settled,8-20-2024,AutoCare Garage,13,Low Risk,33
3014577,2065450,1065450,07-02-25,Travel Delay,5357,3577,Settled,8-15-2025,AutoCare Garage,7,Low Risk,44
3014641,2065783,1065783,5-20-2026,Travel Delay,31373,30029,Settled,07-12-26,AutoCare Garage,15,Low Risk,53
3014719,2066115,1066115,9-16-2026,Travel Delay,93780,65569,Settled,11-16-2026,AutoCare Garage,31,Low Risk,61
3014926,2067030,1067030,12-15-2025,Travel Delay,27363,19406,Settled,2-21-2026,AutoCare Garage,11,Low Risk,68
3014951,2067145,1067145,8-23-2025,Travel Delay,24626,16821,Settled,09-06-25,AutoCare Garage,10,Low Risk,14
3014978,2067259,1067259,07-02-24,Travel Delay,21546,18631,Settled,08-11-24,AutoCare Garage,31,Low Risk,40
3014980,2067264,1067264,12-28-2025,Travel Delay,10926,10539,Settled,01-01-26,AutoCare Garage,25,Low Risk,4
3015020,2067453,1067453,06-09-25,Travel Delay,10746,8580,Settled,6-18-2025,AutoCare Garage,9,Low Risk,9
3015031,2067496,1067496,7-30-2025,Travel Delay,14186,13025,Settled,09-08-25,AutoCare Garage,25,Low Risk,40
3015135,2067974,1067974,7-27-2026,Travel Delay,11851,9997,Settled,08-11-26,AutoCare Garage,22,Low Risk,15
3015292,2068622,1068622,7-30-2024,Travel Delay,44697,33369,Settled,09-02-24,AutoCare Garage,2,Low Risk,34
3015302,2068661,1068661,12-21-2024,Travel Delay,8214,6753,Settled,01-07-25,AutoCare Garage,4,Low Risk,17
3015478,2069514,1069514,1-19-2026,Travel Delay,41843,33458,Settled,1-26-2026,AutoCare Garage,28,Low Risk,7
3015488,2069555,1069555,02-04-26,Travel Delay,8196,6740,Settled,3-21-2026,AutoCare Garage,3,Low Risk,45
3015593,2070016,1070016,10-31-2024,Travel Delay,9993,7297,Settled,12-15-2024,AutoCare Garage,39,Low Risk,45
3015729,2070656,1070656,12-09-25,Travel Delay,44941,40814,Settled,01-06-26,AutoCare Garage,29,Low Risk,28
3015793,2070929,1070929,08-07-24,Travel Delay,16243,16147,Settled,8-31-2024,AutoCare Garage,25,Low Risk,24
3015801,2070975,1070975,03-11-26,Travel Delay,22343,20012,Settled,04-09-26,AutoCare Garage,3,Low Risk,29
3015942,2071636,1071636,09-12-25,Travel Delay,40306,31617,Settled,11-25-2025,AutoCare Garage,6,Low Risk,74
3015963,2071716,1071716,01-08-26,Travel Delay,7900,6779,Settled,2-13-2026,AutoCare Garage,0,Low Risk,36
3015972,2071745,1071745,9-26-2024,Travel Delay,17284,13192,Settled,11-14-2024,AutoCare Garage,0,Low Risk,49
3015975,2071776,1071776,11-11-24,Travel Delay,29966,20938,Settled,12-15-2024,AutoCare Garage,10,Low Risk,34
3016343,2073319,1073319,2-20-2025,Travel Delay,14228,12358,Settled,3-27-2025,AutoCare Garage,16,Low Risk,35
3016375,2073431,1073431,8-20-2024,Travel Delay,16522,11531,Settled,9-15-2024,AutoCare Garage,11,Low Risk,26
3016391,2073516,1073516,04-05-25,Travel Delay,15246,10686,Settled,4-15-2025,AutoCare Garage,12,Low Risk,10
3016711,2074968,1074968,9-29-2024,Travel Delay,27370,22074,Settled,11-23-2024,AutoCare Garage,11,Low Risk,55
3016725,2075030,1075030,03-02-24,Travel Delay,28778,21614,Settled,4-23-2024,AutoCare Garage,18,Low Risk,52
3017068,2076660,1076660,4-21-2024,Travel Delay,21623,17018,Settled,6-26-2024,AutoCare Garage,1,Low Risk,66
3017365,2078019,1078019,11-25-2024,Travel Delay,14422,10276,Settled,12-28-2024,AutoCare Garage,3,Low Risk,33
3017518,2078725,1078725,09-01-24,Travel Delay,37286,24442,Settled,10-06-24,AutoCare Garage,31,Low Risk,35
3017538,2078809,1078809,3-20-2026,Travel Delay,32028,21049,Settled,04-10-26,AutoCare Garage,13,Low Risk,21
3017547,2078848,1078848,11-09-24,Travel Delay,12082,8516,Settled,1-13-2025,AutoCare Garage,22,Low Risk,65
3017662,2079398,1079398,7-25-2024,Travel Delay,48804,34972,Settled,8-22-2024,AutoCare Garage,16,Low Risk,28
3017711,2079597,1079597,10-21-2024,Travel Delay,17989,13462,Settled,12-07-24,AutoCare Garage,33,Low Risk,47
3017786,2079906,1079906,4-29-2025,Travel Delay,41789,35773,Settled,07-11-25,AutoCare Garage,6,Low Risk,73
3018086,2081303,1081303,2-15-2026,Travel Delay,42721,40554,Settled,2-21-2026,AutoCare Garage,25,Low Risk,6
3018103,2081407,1081407,11-11-24,Travel Delay,78499,51756,Settled,12-05-24,AutoCare Garage,25,Low Risk,24
3018248,2082022,1082022,1-25-2025,Travel Delay,17883,11804,Settled,3-21-2025,AutoCare Garage,3,Low Risk,55
3018382,2082718,1082718,09-04-25,Travel Delay,11411,10633,Settled,10-16-2025,AutoCare Garage,28,Low Risk,42
3018481,2083171,1083171,04-01-25,Travel Delay,137997,135684,Settled,04-05-25,AutoCare Garage,36,Low Risk,4
3018489,2083215,1083215,9-19-2025,Travel Delay,54757,44675,Settled,10-01-25,AutoCare Garage,4,Low Risk,12
3018724,2084293,1084293,8-13-2026,Travel Delay,13871,11819,Settled,10-18-2026,AutoCare Garage,39,Low Risk,66
3018771,2084527,1084527,6-27-2025,Travel Delay,16601,16016,Settled,7-17-2025,AutoCare Garage,16,Low Risk,20
3018848,2084839,1084839,8-25-2025,Travel Delay,14559,12381,Settled,10-22-2025,AutoCare Garage,24,Low Risk,58
3018947,2085305,1085305,6-16-2024,Travel Delay,65847,51424,Settled,08-10-24,AutoCare Garage,7,Low Risk,55
3019138,2086188,1086188,10-11-24,Travel Delay,23737,17267,Settled,11-09-24,AutoCare Garage,21,Low Risk,29
3019159,2086329,1086329,10-17-2024,Travel Delay,28760,18942,Settled,12-06-24,AutoCare Garage,15,Low Risk,50
3019237,2086733,1086733,11-10-24,Travel Delay,7882,7617,Settled,12-02-24,AutoCare Garage,22,Low Risk,22
3019242,2086784,1086784,8-17-2024,Travel Delay,54400,48732,Settled,9-26-2024,AutoCare Garage,2,Low Risk,40
3019496,2087942,1087942,07-11-25,Travel Delay,54538,35659,Settled,8-18-2025,AutoCare Garage,6,Low Risk,38
3019516,2087994,1087994,10-12-24,Travel Delay,8544,7664,Settled,10-31-2024,AutoCare Garage,7,Low Risk,19
3019558,2088148,1088148,09-05-25,Travel Delay,27651,26645,Settled,09-12-25,AutoCare Garage,9,Low Risk,7
3019595,2088279,1088279,1-14-2026,Travel Delay,14664,13910,Settled,2-24-2026,AutoCare Garage,11,Low Risk,41
3019734,2088873,1088873,08-10-24,Travel Delay,11155,9674,Settled,8-16-2024,AutoCare Garage,22,Low Risk,6
3019942,2089792,1089792,9-27-2025,Travel Delay,107843,99318,Settled,10-28-2025,AutoCare Garage,15,Low Risk,31
3020069,2090383,1090383,10-12-25,Travel Delay,17589,16075,Settled,10-27-2025,AutoCare Garage,8,Low Risk,15
3020198,2090926,1090926,8-18-2025,Travel Delay,17395,13860,Settled,09-08-25,AutoCare Garage,18,Low Risk,21
3020239,2091084,1091084,12-28-2025,Travel Delay,21497,14595,Settled,02-01-26,AutoCare Garage,9,Low Risk,35
3020310,2091381,1091381,12-27-2024,Travel Delay,16019,12198,Settled,03-11-25,AutoCare Garage,4,Low Risk,74
3020517,2092350,1092350,01-02-26,Travel Delay,173556,155168,Settled,01-11-26,AutoCare Garage,11,Low Risk,9
3020595,2092663,1092663,12-01-25,Travel Delay,14647,14453,Settled,1-17-2026,AutoCare Garage,22,Low Risk,47
3020635,2092868,1092868,02-09-25,Travel Delay,16901,14985,Settled,4-21-2025,AutoCare Garage,25,Low Risk,71
3020740,2093364,1093364,7-15-2024,Travel Delay,14965,13902,Settled,09-12-24,AutoCare Garage,32,Low Risk,59
3020856,2093891,1093891,08-11-25,Travel Delay,15212,11444,Settled,8-15-2025,AutoCare Garage,1,Low Risk,4
3021003,2094547,1094547,6-13-2024,Travel Delay,61330,58022,Settled,6-22-2024,AutoCare Garage,6,Low Risk,9
3021025,2094647,1094647,05-08-24,Travel Delay,35434,30467,Settled,6-21-2024,AutoCare Garage,18,Low Risk,44
3021037,2094709,1094709,9-25-2025,Travel Delay,22115,18894,Settled,11-14-2025,AutoCare Garage,6,Low Risk,50
3021200,2095546,1095546,12-02-24,Travel Delay,18971,12904,Settled,01-03-25,AutoCare Garage,5,Low Risk,32
3021214,2095594,1095594,5-31-2026,Travel Delay,33590,26213,Settled,07-12-26,AutoCare Garage,10,Low Risk,42
3021411,2096536,1096536,3-19-2025,Travel Delay,30210,24376,Settled,5-30-2025,AutoCare Garage,9,Low Risk,72
3021418,2096569,1096569,3-17-2024,Travel Delay,25474,20890,Settled,3-26-2024,AutoCare Garage,28,Low Risk,9
3021450,2096717,1096717,10-21-2025,Travel Delay,76795,60709,Settled,11-25-2025,AutoCare Garage,13,Low Risk,35
3021568,2097236,1097236,6-18-2025,Travel Delay,16263,13424,Settled,08-06-25,AutoCare Garage,9,Low Risk,49
3021689,2097783,1097783,05-10-26,Travel Delay,6055,4131,Settled,7-22-2026,AutoCare Garage,12,Low Risk,73
3021758,2098042,1098042,8-18-2026,Travel Delay,39701,27091,Settled,10-05-26,AutoCare Garage,4,Low Risk,48
3021799,2098204,1098204,02-03-26,Travel Delay,12876,8684,Settled,3-30-2026,AutoCare Garage,13,Low Risk,55
3021855,2098482,1098482,12-09-24,Travel Delay,24521,23037,Settled,02-01-25,AutoCare Garage,27,Low Risk,54
3021879,2098554,1098554,1-21-2024,Travel Delay,9504,9303,Settled,03-01-24,AutoCare Garage,11,Low Risk,40
3021882,2098575,1098575,1-16-2026,Travel Delay,38340,28590,Settled,3-22-2026,AutoCare Garage,39,Low Risk,65
3021934,2098811,1098811,2-13-2025,Travel Delay,17453,11738,Settled,4-28-2025,AutoCare Garage,10,Low Risk,74
3021939,2098817,1098817,05-01-25,Travel Delay,42669,35758,Settled,6-19-2025,AutoCare Garage,9,Low Risk,49
3021966,2098932,1098932,04-09-26,Travel Delay,24864,24762,Settled,05-12-26,AutoCare Garage,28,Low Risk,33
3022096,2099489,1099489,12-12-24,Travel Delay,49806,44804,Settled,1-27-2025,AutoCare Garage,11,Low Risk,46
3000038,2000165,1000165,05-01-25,Travel Delay,35667,29296,Settled,7-13-2025,Apollo Partner,20,Low Risk,73
3000057,2000238,1000238,06-09-25,Travel Delay,7240,7115,Settled,6-15-2025,Apollo Partner,1,Low Risk,6
3000112,2000474,1000474,02-12-26,Travel Delay,28809,20445,Settled,4-25-2026,Apollo Partner,6,Low Risk,72
3000160,2000721,1000721,1-26-2025,Travel Delay,32296,21691,Settled,3-25-2025,Apollo Partner,6,Low Risk,58
3000317,2001364,1001364,11-10-24,Travel Delay,18851,17986,Settled,12-29-2024,Apollo Partner,27,Low Risk,49
3000391,2001653,1001653,12-26-2025,Travel Delay,67876,62292,Settled,01-12-26,Apollo Partner,5,Low Risk,17
3000422,2001789,1001789,11-06-26,Travel Delay,39646,33551,Settled,12-17-2026,Apollo Partner,31,Low Risk,41
3000427,2001819,1001819,02-08-25,Travel Delay,12327,9700,Settled,3-13-2025,Apollo Partner,18,Low Risk,33
3000430,2001835,1001835,05-08-25,Travel Delay,7698,5115,Settled,6-15-2025,Apollo Partner,4,Low Risk,38
3000524,2002218,1002218,05-07-26,Travel Delay,17650,15423,Settled,06-08-26,Apollo Partner,12,Low Risk,32
3000580,2002452,1002452,5-22-2025,Travel Delay,16079,10731,Settled,5-25-2025,Apollo Partner,19,Low Risk,3
3000753,2003328,1003328,5-27-2026,Travel Delay,67584,63715,Settled,6-22-2026,Apollo Partner,14,Low Risk,26
3000854,2003774,1003774,9-20-2024,Travel Delay,14146,9534,Settled,9-26-2024,Apollo Partner,13,Low Risk,6
3001254,2005498,1005498,01-01-26,Travel Delay,38372,36255,Settled,03-02-26,Apollo Partner,24,Low Risk,60
3001356,2005889,1005889,5-31-2026,Travel Delay,8593,7693,Settled,07-02-26,Apollo Partner,33,Low Risk,32
3001458,2006331,1006331,8-15-2025,Travel Delay,101144,95034,Settled,8-26-2025,Apollo Partner,6,Low Risk,11
3001516,2006538,1006538,7-18-2025,Travel Delay,8608,6642,Settled,09-03-25,Apollo Partner,5,Low Risk,47
3001547,2006683,1006683,1-23-2025,Travel Delay,61953,56878,Settled,2-18-2025,Apollo Partner,6,Low Risk,26
3001573,2006834,1006834,12-14-2024,Travel Delay,18783,14589,Settled,2-15-2025,Apollo Partner,35,Low Risk,63
3001685,2007325,1007325,09-09-25,Travel Delay,5002,3792,Settled,9-19-2025,Apollo Partner,29,Low Risk,10
3001957,2008516,1008516,4-16-2026,Travel Delay,23749,19365,Settled,4-19-2026,Apollo Partner,6,Low Risk,3
3001984,2008627,1008627,8-13-2026,Travel Delay,27465,19147,Settled,10-26-2026,Apollo Partner,10,Low Risk,74
3002044,2008895,1008895,8-28-2025,Travel Delay,11173,9164,Settled,9-21-2025,Apollo Partner,3,Low Risk,24
3002102,2009153,1009153,07-03-25,Travel Delay,27118,20321,Settled,7-19-2025,Apollo Partner,23,Low Risk,16
3002169,2009449,1009449,10-28-2025,Travel Delay,14316,12416,Settled,12-31-2025,Apollo Partner,3,Low Risk,64
3002518,2011006,1011006,05-05-24,Travel Delay,9287,7756,Settled,6-26-2024,Apollo Partner,29,Low Risk,52
3002627,2011512,1011512,09-03-25,Travel Delay,27217,23964,Settled,10-11-25,Apollo Partner,10,Low Risk,38
3002662,2011646,1011646,7-15-2025,Travel Delay,59832,51429,Settled,9-14-2025,Apollo Partner,7,Low Risk,61
3002669,2011666,1011666,12-02-24,Travel Delay,16620,10940,Settled,12-21-2024,Apollo Partner,39,Low Risk,19
3002713,2011853,1011853,1-16-2025,Travel Delay,40703,33722,Settled,3-25-2025,Apollo Partner,26,Low Risk,68
3002854,2012474,1012474,7-14-2025,Travel Delay,81831,72777,Settled,08-10-25,Apollo Partner,17,Low Risk,27
3002984,2012959,1012959,12-28-2025,Travel Delay,77023,53000,Settled,1-13-2026,Apollo Partner,12,Low Risk,16
3003192,2013920,1013920,7-28-2026,Travel Delay,30178,21669,Settled,10-03-26,Apollo Partner,26,Low Risk,67
3003415,2014951,1014951,8-19-2024,Travel Delay,36581,26243,Settled,9-28-2024,Apollo Partner,2,Low Risk,40
3003491,2015247,1015247,10-20-2025,Travel Delay,25553,22614,Settled,11-01-25,Apollo Partner,5,Low Risk,12
3003564,2015575,1015575,12-01-25,Travel Delay,16126,14516,Settled,01-08-26,Apollo Partner,36,Low Risk,38
3003577,2015625,1015625,6-29-2026,Travel Delay,15408,14734,Settled,8-18-2026,Apollo Partner,39,Low Risk,50
3003630,2015848,1015848,5-21-2026,Travel Delay,40639,38598,Settled,07-05-26,Apollo Partner,6,Low Risk,45
3003788,2016554,1016554,03-03-26,Travel Delay,11633,8451,Settled,5-14-2026,Apollo Partner,17,Low Risk,72
3003880,2017019,1017019,12-10-25,Travel Delay,17579,14048,Settled,1-31-2026,Apollo Partner,3,Low Risk,52
3003950,2017325,1017325,12-22-2025,Travel Delay,23839,20193,Settled,01-01-26,Apollo Partner,6,Low Risk,10
3003969,2017438,1017438,8-14-2026,Travel Delay,46092,31223,Settled,8-27-2026,Apollo Partner,1,Low Risk,13
3004180,2018316,1018316,4-15-2024,Travel Delay,36138,30803,Settled,4-21-2024,Apollo Partner,13,Low Risk,6
3004308,2018909,1018909,5-25-2025,Travel Delay,26601,18040,Settled,7-15-2025,Apollo Partner,26,Low Risk,51
3004431,2019486,1019486,9-14-2025,Travel Delay,129411,104824,Settled,10-14-2025,Apollo Partner,9,Low Risk,30
3004437,2019528,1019528,3-22-2026,Travel Delay,25440,23147,Settled,05-03-26,Apollo Partner,29,Low Risk,42
3004448,2019612,1019612,12-23-2025,Travel Delay,11008,9432,Settled,1-15-2026,Apollo Partner,25,Low Risk,23
3004501,2019846,1019846,01-09-25,Travel Delay,38653,33338,Settled,1-21-2025,Apollo Partner,8,Low Risk,12
3004632,2020399,1020399,01-11-25,Travel Delay,51449,37885,Settled,2-15-2025,Apollo Partner,31,Low Risk,35
3004726,2020852,1020852,11-22-2025,Travel Delay,9117,8617,Settled,1-23-2026,Apollo Partner,19,Low Risk,62
3005062,2022407,1022407,7-19-2026,Travel Delay,15741,12748,Settled,8-31-2026,Apollo Partner,4,Low Risk,43
3005086,2022545,1022545,4-17-2024,Travel Delay,8243,5608,Settled,06-01-24,Apollo Partner,19,Low Risk,45
3005245,2023262,1023262,1-24-2025,Travel Delay,26395,19694,Settled,03-12-25,Apollo Partner,16,Low Risk,47
3005416,2024027,1024027,05-03-25,Travel Delay,16314,11700,Settled,05-06-25,Apollo Partner,6,Low Risk,3
3005452,2024175,1024175,08-09-24,Travel Delay,49445,32734,Settled,8-17-2024,Apollo Partner,9,Low Risk,8
3005494,2024377,1024377,10-04-24,Travel Delay,38359,35458,Settled,11-29-2024,Apollo Partner,4,Low Risk,56
3005505,2024426,1024426,07-04-26,Travel Delay,3000,2290,Settled,7-13-2026,Apollo Partner,22,Low Risk,9
3005651,2025057,1025057,7-14-2026,Travel Delay,6421,5653,Settled,8-23-2026,Apollo Partner,15,Low Risk,40
3005816,2025868,1025868,4-19-2024,Travel Delay,26210,21541,Settled,06-01-24,Apollo Partner,5,Low Risk,43
3005915,2026302,1026302,11-22-2024,Travel Delay,14450,10319,Settled,12-18-2024,Apollo Partner,9,Low Risk,26
3005918,2026312,1026312,03-07-26,Travel Delay,46399,30632,Settled,3-15-2026,Apollo Partner,34,Low Risk,8
3005939,2026426,1026426,05-06-25,Travel Delay,3000,2314,Settled,07-03-25,Apollo Partner,8,Low Risk,58
3005979,2026578,1026578,01-06-26,Travel Delay,11754,8120,Settled,1-20-2026,Apollo Partner,15,Low Risk,14
3006048,2026945,1026945,09-09-25,Travel Delay,81863,74647,Settled,10-18-2025,Apollo Partner,15,Low Risk,39
3006057,2026978,1026978,1-23-2026,Travel Delay,35041,26114,Settled,02-03-26,Apollo Partner,0,Low Risk,11
3006204,2027687,1027687,12-02-24,Travel Delay,14337,9554,Settled,01-05-25,Apollo Partner,7,Low Risk,34
3006356,2028351,1028351,7-26-2026,Travel Delay,64564,59578,Settled,8-20-2026,Apollo Partner,19,Low Risk,25
3006474,2028852,1028852,3-24-2026,Travel Delay,17308,13717,Settled,5-28-2026,Apollo Partner,21,Low Risk,65
3006571,2029308,1029308,1-21-2026,Travel Delay,9585,8006,Settled,03-12-26,Apollo Partner,11,Low Risk,50
3006609,2029490,1029490,12-25-2025,Travel Delay,35913,35842,Settled,01-11-26,Apollo Partner,28,Low Risk,17
3006618,2029520,1029520,10-22-2024,Travel Delay,5813,5263,Settled,11-12-24,Apollo Partner,10,Low Risk,21
3006873,2030605,1030605,11-30-2024,Travel Delay,14691,10951,Settled,02-12-25,Apollo Partner,28,Low Risk,74
3006939,2030892,1030892,07-07-25,Travel Delay,23152,15653,Settled,8-15-2025,Apollo Partner,30,Low Risk,39
3007032,2031330,1031330,05-11-26,Travel Delay,53325,49687,Settled,5-14-2026,Apollo Partner,18,Low Risk,3
3007095,2031654,1031654,7-14-2024,Travel Delay,12678,12211,Settled,09-09-24,Apollo Partner,24,Low Risk,57
3007223,2032262,1032262,04-06-25,Travel Delay,17925,13136,Settled,4-18-2025,Apollo Partner,15,Low Risk,12
3007361,2032843,1032843,8-18-2025,Travel Delay,52020,48255,Settled,10-16-2025,Apollo Partner,26,Low Risk,59
3007507,2033503,1033503,08-06-25,Travel Delay,88616,71753,Settled,10-16-2025,Apollo Partner,16,Low Risk,71
3007809,2034951,1034951,05-12-25,Travel Delay,12720,11119,Settled,6-20-2025,Apollo Partner,6,Low Risk,39
3007825,2035013,1035013,4-23-2025,Travel Delay,16755,16220,Settled,6-20-2025,Apollo Partner,23,Low Risk,58
3007878,2035209,1035209,11-24-2025,Travel Delay,18904,17400,Settled,1-18-2026,Apollo Partner,11,Low Risk,55
3007997,2035731,1035731,1-17-2025,Travel Delay,52723,42705,Settled,1-26-2025,Apollo Partner,5,Low Risk,9
3008021,2035801,1035801,12-23-2025,Travel Delay,28285,21315,Settled,01-10-26,Apollo Partner,3,Low Risk,18
3008037,2035864,1035864,7-24-2025,Travel Delay,76168,64368,Settled,08-09-25,Apollo Partner,23,Low Risk,16
3008088,2036082,1036082,07-06-25,Travel Delay,17065,11270,Settled,7-18-2025,Apollo Partner,3,Low Risk,12
3008313,2037088,1037088,9-28-2024,Travel Delay,70886,58043,Settled,12-07-24,Apollo Partner,3,Low Risk,70
3008422,2037512,1037512,5-20-2025,Travel Delay,51822,44359,Settled,6-25-2025,Apollo Partner,14,Low Risk,36
3008594,2038257,1038257,1-25-2026,Travel Delay,7207,6854,Settled,3-19-2026,Apollo Partner,25,Low Risk,53
3008836,2039458,1039458,4-29-2025,Travel Delay,78162,67871,Settled,06-09-25,Apollo Partner,16,Low Risk,41
3008847,2039520,1039520,1-27-2025,Travel Delay,89680,60607,Settled,02-05-25,Apollo Partner,18,Low Risk,9
3009068,2040558,1040558,01-08-25,Travel Delay,23539,18551,Settled,3-14-2025,Apollo Partner,13,Low Risk,65
3009204,2041172,1041172,06-03-25,Travel Delay,86089,80198,Settled,7-21-2025,Apollo Partner,16,Low Risk,48
3009342,2041725,1041725,9-29-2025,Travel Delay,32971,27814,Settled,11-12-25,Apollo Partner,14,Low Risk,44
3009448,2042257,1042257,09-12-25,Travel Delay,23420,21817,Settled,9-19-2025,Apollo Partner,10,Low Risk,7
3009491,2042416,1042416,1-22-2026,Travel Delay,47558,40797,Settled,1-29-2026,Apollo Partner,14,Low Risk,7
3009575,2042789,1042789,07-09-25,Travel Delay,10278,7221,Settled,8-31-2025,Apollo Partner,4,Low Risk,53
3009584,2042844,1042844,1-20-2025,Travel Delay,13746,9395,Settled,3-25-2025,Apollo Partner,21,Low Risk,64
3009679,2043305,1043305,10-11-25,Travel Delay,30128,28328,Settled,12-23-2025,Apollo Partner,16,Low Risk,73
3009766,2043644,1043644,03-03-25,Travel Delay,76234,66874,Settled,04-04-25,Apollo Partner,16,Low Risk,32
3009796,2043780,1043780,11-28-2025,Travel Delay,5723,5030,Settled,12-31-2025,Apollo Partner,10,Low Risk,33
